bestVendorBuylist,bestVendorBuylistPrice,countForTrade,date,fair_price,lowestPrice,lowestPriceVendor,name,quantity,setName
UNDEFINED,0.0,0,2019-11-04_0154,0.95,0.29,Card Kingdom,Embereth Shieldbreaker,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Embereth Skyblazer,0,Throne_of_Eldraine_Foil
CoolStuff,50.0,0,2019-11-04_0154,5.98,5.98,TCG Player,"Emry, Lurker of the Loch",0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.05,0.05,TCG Player,Enchanted Carriage,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.12,0.12,TCG Player,Epic Downfall,0,Throne_of_Eldraine_Foil
ABUGames,4.54,0,2019-11-04_0154,0.27,0.27,TCG Player,Escape to the Wilds,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.08,0.08,TCG Player,Eye Collector,0,Throne_of_Eldraine_Foil
CoolStuff,40.0,0,2019-11-04_0154,24.99,24.99,TCG Player,Fabled Passage,0,Throne_of_Eldraine_Foil
StrikeZone,0.5,0,2019-11-04_0154,1.79,1.49,Card Kingdom,Fae of Wishes,0,Throne_of_Eldraine_Foil
CoolStuff,1.5,0,2019-11-04_0154,2.39,2.39,TCG Player,Faeburrow Elder,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Faerie Formation,0,Throne_of_Eldraine_Foil
CoolStuff,7.5,0,2019-11-04_0154,0.66,0.66,TCG Player,Feasting Troll King,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.08,0.08,TCG Player,Fell the Pheasant,0,Throne_of_Eldraine_Foil
CoolStuff,10.0,0,2019-11-04_0154,1.7000000000000002,1.7,TCG Player,Fervent Champion,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.04,0.04,TCG Player,Festive Funeral,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.08,0.08,TCG Player,Fierce Witchstalker,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.13,0.13,TCG Player,Fireborn Knight,0,Throne_of_Eldraine_Foil
ABUGames,15.44,0,2019-11-04_0154,3.95,3.95,TCG Player,Fires of Invention,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.23,0.35,Card Kingdom,Flaxen Intruder,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.07,0.07,TCG Player,Flutterfox,0,Throne_of_Eldraine_Foil
ABUGames,5.07,0,2019-11-04_0154,1.08,0.79,Card Kingdom,Folio of Fancies,0,Throne_of_Eldraine_Foil
ABUGames,0.06,0,2019-11-04_0154,0.74,0.49,CoolStuff,Forest,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.15,0.15,TCG Player,Forever Young,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.03,0.03,TCG Player,Fortifying Provisions,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,1.38,0.49,Card Kingdom,Foulmire Knight,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.15,0.15,TCG Player,Frogify,0,Throne_of_Eldraine_Foil
ABUGames,10.09,0,2019-11-04_0154,1.38,0.99,Card Kingdom,"Gadwick, the Wizened",0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.42,0.25,Card Kingdom,Garenbrig Carver,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Garenbrig Paladin,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.02,0.02,TCG Player,Garenbrig Squire,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Garrison Griffin,0,Throne_of_Eldraine_Foil
CoolStuff,25.0,0,2019-11-04_0154,7.24,7.24,TCG Player,"Garruk, Cursed Huntsman",0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.8,0.49,Card Kingdom,Giant Killer,0,Throne_of_Eldraine_Foil
CoolStuff,15.0,0,2019-11-04_0154,7.32,7.32,TCG Player,Gilded Goose,0,Throne_of_Eldraine_Foil
ABUGames,0.16,0,2019-11-04_0154,1.37,1.29,ABUGames,Gingerbrute,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Gluttonous Troll,0,Throne_of_Eldraine_Foil
Card Kingdom,0.08,0,2019-11-04_0154,0.4,0.29,StrikeZone,Golden Egg,0,Throne_of_Eldraine_Foil
Card Kingdom,0.38,0,2019-11-04_0154,0.64,0.64,TCG Player,"Grumgully, the Generous",0,Throne_of_Eldraine_Foil
CoolStuff,10.0,0,2019-11-04_0154,1.75,1.75,TCG Player,Harmonious Archon,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.04,0.04,TCG Player,Henge Walker,0,Throne_of_Eldraine_Foil
ABUGames,0.13,0,2019-11-04_0154,0.35000000000000003,0.35,TCG Player,Heraldic Banner,0,Throne_of_Eldraine_Foil
CoolStuff,15.0,0,2019-11-04_0154,1.98,1.98,TCG Player,Hushbringer,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,1.41,0.25,Card Kingdom,Hypnotic Sprite,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.17,0.17,TCG Player,Idyllic Grange,0,Throne_of_Eldraine_Foil
ABUGames,0.79,0,2019-11-04_0154,0.27,0.27,TCG Player,Improbable Alliance,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.14,0.14,TCG Player,Inquisitive Puppet,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.08,0.08,TCG Player,Insatiable Appetite,0,Throne_of_Eldraine_Foil
Card Kingdom,0.16,0,2019-11-04_0154,0.37,0.37,TCG Player,Inspiring Veteran,0,Throne_of_Eldraine_Foil
StrikeZone,2.0,0,2019-11-04_0154,2.28,2.28,TCG Player,Into the Story,0,Throne_of_Eldraine_Foil
CoolStuff,7.0,0,2019-11-04_0154,0.5,0.49,Card Kingdom,Irencrag Feat,0,Throne_of_Eldraine_Foil
CoolStuff,6.0,0,2019-11-04_0154,0.78,0.78,TCG Player,Irencrag Pyromancer,0,Throne_of_Eldraine_Foil
Card Kingdom,0.08,0,2019-11-04_0154,1.05,0.79,Card Kingdom,Island,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.07,0.07,TCG Player,Joust,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.1,0.1,TCG Player,Jousting Dummy,0,Throne_of_Eldraine_Foil
ABUGames,0.06,0,2019-11-04_0154,0.1,0.1,TCG Player,Keeper of Fables,0,Throne_of_Eldraine_Foil
ABUGames,0.09,0,2019-11-04_0154,0.54,0.49,Card Kingdom,Kenrith's Transformation,0,Throne_of_Eldraine_Foil
ABUGames,2.03,0,2019-11-04_0154,8.49,7.99,StrikeZone,"Kenrith, the Returned King",0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Knights' Charge,0,Throne_of_Eldraine_Foil
StrikeZone,6.0,0,2019-11-04_0154,10.49,9.99,Card Kingdom,"Korvold, Fae-Cursed King",0,Throne_of_Eldraine_Foil
CoolStuff,7.0,0,2019-11-04_0154,0.25,0.25,TCG Player,"Linden, the Steadfast Queen",0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.12,0.12,TCG Player,Loch Dragon,0,Throne_of_Eldraine_Foil
CoolStuff,7.0,0,2019-11-04_0154,0.44,0.44,TCG Player,Lochmere Serpent,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.1,0.1,TCG Player,Locthwain Paladin,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.51,0.25,Card Kingdom,Lonesome Unicorn,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,2.01,0.49,Card Kingdom,Lovestruck Beast,0,Throne_of_Eldraine_Foil
Card Kingdom,0.38,0,2019-11-04_0154,0.79,0.79,TCG Player,Lucky Clover,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Mace of the Valiant,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.1,0.1,TCG Player,Mantle of Tides,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.2,0.2,TCG Player,Maraleaf Pixie,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.04,0.04,TCG Player,Maraleaf Rider,0,Throne_of_Eldraine_Foil
ChannelFireball,0.25,0,2019-11-04_0154,0.38,0.38,TCG Player,Midnight Clock,0,Throne_of_Eldraine_Foil
ABUGames,12.62,0,2019-11-04_0154,2.81,2.81,TCG Player,Mirrormade,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.02,0.02,TCG Player,Mistford River Turtle,0,Throne_of_Eldraine_Foil
ABUGames,0.06,0,2019-11-04_0154,0.74,0.49,CoolStuff,Mountain,0,Throne_of_Eldraine_Foil
Card Kingdom,4.0,0,2019-11-04_0154,11.22,7.88,StrikeZone,Murderous Rider,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.09,0.09,TCG Player,Mysterious Pathlighter,0,Throne_of_Eldraine_Foil
StrikeZone,4.0,0,2019-11-04_0154,5.35,5.35,TCG Player,Mystic Sanctuary,0,Throne_of_Eldraine_Foil
TCG Player,2.04,0,2019-11-04_0154,5.5,3.99,Card Kingdom,Mystical Dispute,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.24,0.24,TCG Player,Oakhame Adversary,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.29,0.29,StrikeZone,Oakhame Ranger,0,Throne_of_Eldraine_Foil
CoolStuff,7.5,0,2019-11-04_0154,0.39,0.39,TCG Player,Oathsworn Knight,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.02,0.02,TCG Player,Ogre Errant,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Oko's Accomplices,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Oko's Hospitality,0,Throne_of_Eldraine_Foil
StrikeZone,40.0,0,2019-11-04_0154,55.9,55.9,TCG Player,"Oko, Thief of Crowns",0,Throne_of_Eldraine_Foil
StrikeZone,3.0,0,2019-11-04_0154,2.66,1.99,Card Kingdom,"Oko, the Trickster",0,Throne_of_Eldraine_Foil
CoolStuff,50.0,0,2019-11-04_0154,20.98,20.98,TCG Player,Once Upon a Time,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.16,0.16,TCG Player,Once and Future,0,Throne_of_Eldraine_Foil
CoolStuff,6.0,0,2019-11-04_0154,0.25,0.25,TCG Player,Opportunistic Dragon,0,Throne_of_Eldraine_Foil
Card Kingdom,0.5,0,2019-11-04_0154,0.56,0.56,TCG Player,Opt,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,1.43,0.33,StrikeZone,Order of Midnight,0,Throne_of_Eldraine_Foil
ABUGames,8.61,0,2019-11-04_0154,1.59,1.59,TCG Player,Outlaws' Merriment,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.08,0.08,TCG Player,Outmuscle,0,Throne_of_Eldraine_Foil
Card Kingdom,0.16,0,2019-11-04_0154,0.44,0.44,TCG Player,Overwhelmed Apprentice,0,Throne_of_Eldraine_Foil
CoolStuff,8.0,0,2019-11-04_0154,0.99,0.49,Card Kingdom,Piper of the Swarm,0,Throne_of_Eldraine_Foil
Card Kingdom,0.08,0,2019-11-04_0154,0.18,0.18,TCG Player,Plains,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.06,0.06,TCG Player,Prized Griffin,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.15,0.25,Card Kingdom,Queen of Ice,0,Throne_of_Eldraine_Foil
StrikeZone,25.0,0,2019-11-04_0154,26.98,26.98,TCG Player,Questing Beast,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.44,0.35,Card Kingdom,Rampart Smasher,0,Throne_of_Eldraine_Foil
CoolStuff,40.0,0,2019-11-04_0154,9.97,9.97,TCG Player,"Rankle, Master of Pranks",0,Throne_of_Eldraine_Foil
StrikeZone,3.0,0,2019-11-04_0154,4.97,4.49,Card Kingdom,Realm-Cloaked Giant,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.42,0.25,Card Kingdom,Reaper of Night,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.05,0.05,TCG Player,Reave Soul,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.18,0.18,TCG Player,Redcap Melee,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.06,0.06,TCG Player,Redcap Raiders,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.12,0.12,TCG Player,Resolute Rider,0,Throne_of_Eldraine_Foil
CoolStuff,7.0,0,2019-11-04_0154,0.65,0.49,Card Kingdom,Return of the Wildspeaker,0,Throne_of_Eldraine_Foil
Card Kingdom,0.06,0,2019-11-04_0154,0.25,0.25,TCG Player,Revenge of Ravens,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.09,0.09,TCG Player,Righteousness,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.43,0.25,Card Kingdom,Rimrock Knight,0,Throne_of_Eldraine_Foil
CoolStuff,4.0,0,2019-11-04_0154,4.54,4.54,TCG Player,Robber of the Rich,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.08,0.08,TCG Player,Rosethorn Halberd,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.06,0.06,TCG Player,Roving Keep,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Rowan's Battleguard,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Rowan's Stalwarts,0,Throne_of_Eldraine_Foil
StrikeZone,2.0,0,2019-11-04_0154,3.4,1.49,Card Kingdom,"Rowan, Fearless Sparkmage",0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.11,0.11,TCG Player,Run Away Together,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.06,0.06,TCG Player,Sage of the Falls,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.32,0.24,ABUGames,Savvy Hunter,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.33,0.33,TCG Player,Seven Dwarves,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.43,0.35,Card Kingdom,Shambling Suit,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.29,0.35,Card Kingdom,Shepherd of the Flock,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Shimmer Dragon,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.07,0.07,TCG Player,Shinechaser,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.1,0.1,TCG Player,Shining Armor,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.09,0.09,TCG Player,Silverflame Ritual,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Silverwing Squadron,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.05,0.05,TCG Player,Skullknocker Ogre,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.64,0.25,Card Kingdom,Smitten Swordmaster,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.08,0.08,TCG Player,Sorcerer's Broom,0,Throne_of_Eldraine_Foil
CoolStuff,7.5,0,2019-11-04_0154,0.52,0.52,TCG Player,Sorcerous Spyglass,0,Throne_of_Eldraine_Foil
Card Kingdom,0.16,0,2019-11-04_0154,0.37,0.3,ABUGames,Specter's Shriek,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.09,0.09,TCG Player,Spinning Wheel,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Steelbane Hydra,0,Throne_of_Eldraine_Foil
ABUGames,0.03,0,2019-11-04_0154,0.16,0.16,TCG Player,Steelclaw Lance,0,Throne_of_Eldraine_Foil
CoolStuff,4.5,0,2019-11-04_0154,0.43,0.35,Card Kingdom,Stolen by the Fae,0,Throne_of_Eldraine_Foil
CoolStuff,11.0,0,2019-11-04_0154,4.26,3.99,ChannelFireball,Stonecoil Serpent,0,Throne_of_Eldraine_Foil
CoolStuff,6.0,0,2019-11-04_0154,1.28,0.79,Card Kingdom,Stormfist Crusader,0,Throne_of_Eldraine_Foil
ABUGames,1.97,0,2019-11-04_0154,0.15,0.15,TCG Player,Sundering Stroke,0,Throne_of_Eldraine_Foil
Card Kingdom,0.08,0,2019-11-04_0154,0.71,0.49,CoolStuff,Swamp,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.15,0.15,TCG Player,"Syr Alin, the Lion's Claw",0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.09,0.09,TCG Player,"Syr Elenora, the Discerning",0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.24,0.24,TCG Player,"Syr Faren, the Hengehammer",0,Throne_of_Eldraine_Foil
StrikeZone,3.0,0,2019-11-04_0154,5.29,4.49,Card Kingdom,"Syr Gwyn, Hero of Ashvale",0,Throne_of_Eldraine_Foil
Card Kingdom,1.4,0,2019-11-04_0154,1.45,1.45,TCG Player,"Syr Konrad, the Grim",0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.02,0.02,TCG Player,Tall as a Beanstalk,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Taste of Death,0,Throne_of_Eldraine_Foil
CoolStuff,35.0,0,2019-11-04_0154,3.09,3.09,TCG Player,The Cauldron of Eternity,0,Throne_of_Eldraine_Foil
ChannelFireball,2.0,0,2019-11-04_0154,3.01,3.01,TCG Player,The Circle of Loyalty,0,Throne_of_Eldraine_Foil
ChannelFireball,12.0,0,2019-11-04_0154,16.89,16.89,TCG Player,The Great Henge,0,Throne_of_Eldraine_Foil
CoolStuff,3.0,0,2019-11-04_0154,4.39,4.39,TCG Player,The Magic Mirror,0,Throne_of_Eldraine_Foil
ABUGames,26.75,0,2019-11-04_0154,16.96,16.96,TCG Player,The Royal Scions,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Thorn Mammoth,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Thornwood Falls,0,Throne_of_Eldraine_Foil
Card Kingdom,0.6,0,2019-11-04_0154,1.19,0.75,CoolStuff,Thrill of Possibility,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.1,0.1,TCG Player,Thunderous Snapper,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Tome of Legends,0,Throne_of_Eldraine_Foil
CoolStuff,20.0,0,2019-11-04_0154,11.44,4.49,StrikeZone,"Torbran, Thane of Red Fell",0,Throne_of_Eldraine_Foil
ChannelFireball,0.1,0,2019-11-04_0154,0.5,0.49,StrikeZone,Tournament Grounds,0,Throne_of_Eldraine_Foil
ABUGames,0.05,0,2019-11-04_0154,0.15,0.15,TCG Player,Trail of Crumbs,0,Throne_of_Eldraine_Foil
ABUGames,0.02,0,2019-11-04_0154,0.1,0.1,TCG Player,Trapped in the Tower,0,Throne_of_Eldraine_Foil
UNDEFINED,0.0,0,2019-11-04_0154,0.42,0.25,Card Kingdom,Tuinvale Treefolk,0,Throne_of_Eldraine_Foil
ABUGames,0.32,0,2019-11-04_0154,1.1,1.1,TCG Player,Vantress Gargoyle,0,Throne_of_Eldraine_Foil
Card Kingdom,0.08,0,2019-11-04_0154,0.29,0.29,TCG Player,Venerable Knight,0,Throne_of_Eldraine_Foil
