bestVendorBuylist,bestVendorBuylistPrice,countForTrade,date,fair_price,lowestPrice,lowestPriceVendor,name,quantity,setName
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Dead Weight,0,Guilds_of_Ravnica
CoolStuff,1.0,0,2019-11-04_0154,1.25,0.49,TrollAndToad,Deafening Clarion,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Demotion,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Devkarin Dissident,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.18,0.12,Miniature Market,Dimir Guildgate,0,Guilds_of_Ravnica
Card Kingdom,0.05,0,2019-11-04_0154,0.05,0.05,TCG Player,Dimir Locket,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Dimir Spybug,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.1,0.1,TCG Player,Disdainful Stroke,0,Guilds_of_Ravnica
ABUGames,0.03,0,2019-11-04_0154,0.16,0.16,TCG Player,Disinformation Campaign,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.1,0.1,TCG Player,District Guide,0,Guilds_of_Ravnica
Card Kingdom,5.3,0,2019-11-04_0154,6.0,6.0,TCG Player,Divine Visitation,0,Guilds_of_Ravnica
TCG Player,2.65,0,2019-11-04_0154,4.27,3.99,StrikeZone,Doom Whisperer,0,Guilds_of_Ravnica
Miniature Market,0.3,0,2019-11-04_0154,0.74,0.39,StrikeZone,Dream Eater,0,Guilds_of_Ravnica
TCG Player,1.98,0,2019-11-04_0154,2.95,0.79,TrollAndToad,Drowned Secrets,0,Guilds_of_Ravnica
ABUGames,0.1,0,2019-11-04_0154,0.43,0.25,Miniature Market,Electrostatic Field,0,Guilds_of_Ravnica
Card Kingdom,0.1,0,2019-11-04_0154,0.28,0.25,Card Kingdom,"Emmara, Soul of the Accord",0,Guilds_of_Ravnica
ChannelFireball,0.08,0,2019-11-04_0154,0.1,0.1,TCG Player,Erratic Cyclops,0,Guilds_of_Ravnica
Card Kingdom,0.1,0,2019-11-04_0154,0.33,0.33,TCG Player,"Etrata, the Silencer",0,Guilds_of_Ravnica
Card Kingdom,0.85,0,2019-11-04_0154,1.69,0.99,StrikeZone,Experimental Frenzy,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Fearless Halberdier,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.42,0.15,Card Kingdom,Forest,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.05,0.05,TCG Player,Gateway Plaza,0,Guilds_of_Ravnica
CoolStuff,0.05,0,2019-11-04_0154,0.15,0.15,TCG Player,Gird for Battle,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Glaive of the Guildpact,0,Guilds_of_Ravnica
Card Kingdom,0.05,0,2019-11-04_0154,0.11,0.11,TCG Player,Glowspore Shaman,0,Guilds_of_Ravnica
ABUGames,0.05,0,2019-11-04_0154,0.21,0.21,TCG Player,Goblin Cratermaker,0,Guilds_of_Ravnica
ChannelFireball,0.01,0,2019-11-04_0154,0.06,0.06,TCG Player,Goblin Electromancer,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.1,0.1,TCG Player,Golgari Findbroker,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.18,0.12,Miniature Market,Golgari Guildgate,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.06,0.06,TCG Player,Golgari Locket,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Golgari Raiders,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.03,0.03,TCG Player,Grappling Sundew,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Gravitic Punch,0,Guilds_of_Ravnica
ChannelFireball,0.1,0,2019-11-04_0154,0.25,0.25,Card Kingdom,Gruesome Menagerie,0,Guilds_of_Ravnica
ABUGames,0.06,0,2019-11-04_0154,0.37,0.25,Card Kingdom,Guild Summit,0,Guilds_of_Ravnica
Card Kingdom,0.1,0,2019-11-04_0154,0.25,0.25,Card Kingdom,Guildmages' Forum,0,Guilds_of_Ravnica
ChannelFireball,0.08,0,2019-11-04_0154,0.1,0.1,TCG Player,Hatchery Spider,0,Guilds_of_Ravnica
ABUGames,0.08,0,2019-11-04_0154,0.17,0.15,Miniature Market,Healer's Hawk,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Hired Poisoner,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.09,0.09,TCG Player,House Guildmage,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.1,0.1,TCG Player,Hunted Witness,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,Impervious Greatwurm,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Intrusive Packbeast,0,Guilds_of_Ravnica
Card Kingdom,0.6,0,2019-11-04_0154,0.9,0.9,TCG Player,Ionize,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.44,0.15,Card Kingdom,Island,0,Guilds_of_Ravnica
Card Kingdom,0.19,0,2019-11-04_0154,0.39,0.39,TCG Player,"Izoni, Thousand-Eyed",0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.18,0.12,Miniature Market,Izzet Guildgate,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Izzet Locket,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Join Shields,0,Guilds_of_Ravnica
Card Kingdom,0.05,0,2019-11-04_0154,0.24,0.24,TCG Player,Justice Strike,0,Guilds_of_Ravnica
Card Kingdom,2.5,0,2019-11-04_0154,2.99,2.99,TCG Player,Knight of Autumn,0,Guilds_of_Ravnica
Card Kingdom,0.05,0,2019-11-04_0154,0.18,0.18,TCG Player,Kraul Harpooner,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.05,0.05,TCG Player,Kraul Raider,0,Guilds_of_Ravnica
CoolStuff,0.35,0,2019-11-04_0154,0.47,0.33,StrikeZone,Lava Coil,0,Guilds_of_Ravnica
Miniature Market,0.9,0,2019-11-04_0154,1.49,1.49,CoolStuff,"Lazav, the Multifarious",0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,League Guildmage,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Ledev Champion,0,Guilds_of_Ravnica
Card Kingdom,2.0,0,2019-11-04_0154,2.92,2.92,TCG Player,Legion Warboss,0,Guilds_of_Ravnica
Card Kingdom,0.1,0,2019-11-04_0154,0.13,0.13,TCG Player,Light of the Legion,0,Guilds_of_Ravnica
Card Kingdom,2.0,0,2019-11-04_0154,3.28,3.0,Miniature Market,March of the Multitudes,0,Guilds_of_Ravnica
Card Kingdom,0.3,0,2019-11-04_0154,0.49,0.33,StrikeZone,Mausoleum Secrets,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Maximize Velocity,0,Guilds_of_Ravnica
Card Kingdom,1.7,0,2019-11-04_0154,2.24,2.24,TCG Player,Midnight Reaper,0,Guilds_of_Ravnica
CoolStuff,1.0,0,2019-11-04_0154,1.62,0.79,StrikeZone,Mission Briefing,0,Guilds_of_Ravnica
ABUGames,0.29,0,2019-11-04_0154,0.66,0.66,TCG Player,Mnemonic Betrayal,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.11,0.11,TCG Player,Molderhulk,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.23,0.15,Card Kingdom,Mountain,0,Guilds_of_Ravnica
Card Kingdom,0.05,0,2019-11-04_0154,0.17,0.17,TCG Player,Murmuring Mystic,0,Guilds_of_Ravnica
Card Kingdom,0.16,0,2019-11-04_0154,0.26,0.26,TCG Player,Narcomoeba,0,Guilds_of_Ravnica
StrikeZone,0.05,0,2019-11-04_0154,0.19,0.19,TCG Player,Nightveil Predator,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.24,0.2,Miniature Market,Nightveil Sprite,0,Guilds_of_Ravnica
CoolStuff,0.9,0,2019-11-04_0154,1.25,1.25,TCG Player,"Niv-Mizzet, Parun",0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.08,0.08,TCG Player,Notion Rain,0,Guilds_of_Ravnica
ABUGames,0.57,0,2019-11-04_0154,1.32,0.59,StrikeZone,Nullhide Ferox,0,Guilds_of_Ravnica
CoolStuff,0.05,0,2019-11-04_0154,0.1,0.1,TCG Player,Ochran Assassin,0,Guilds_of_Ravnica
ChannelFireball,0.08,0,2019-11-04_0154,0.15,0.15,TCG Player,Omnispell Adept,0,Guilds_of_Ravnica
Card Kingdom,6.4,0,2019-11-04_0154,8.99,5.49,TrollAndToad,Overgrown Tomb,0,Guilds_of_Ravnica
Card Kingdom,1.5,0,2019-11-04_0154,2.49,2.29,TrollAndToad,Pelt Collector,0,Guilds_of_Ravnica
TCG Player,0.01,0,2019-11-04_0154,0.01,0.01,TCG Player,Pilfering Imp,0,Guilds_of_Ravnica
ABUGames,0.1,0,2019-11-04_0154,0.41,0.29,StrikeZone,Plaguecrafter,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.17,0.15,Card Kingdom,Plains,0,Guilds_of_Ravnica
CoolStuff,0.05,0,2019-11-04_0154,0.08,0.08,TCG Player,Precision Bolt,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Prey Upon,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.14,0.14,TCG Player,Price of Fame,0,Guilds_of_Ravnica
ABUGames,0.29,0,2019-11-04_0154,0.75,0.59,TrollAndToad,Quasiduplicate,0,Guilds_of_Ravnica
ChannelFireball,0.02,0,2019-11-04_0154,0.1,0.1,TCG Player,Radical Idea,0,Guilds_of_Ravnica
ABUGames,0.02,0,2019-11-04_0154,0.12,0.12,TCG Player,Ral's Dispersal,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,"Ral, Caller of Storms",0,Guilds_of_Ravnica
Miniature Market,1.25,0,2019-11-04_0154,1.99,1.49,StrikeZone,"Ral, Izzet Viceroy",0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Rhizome Lurcher,0,Guilds_of_Ravnica
StrikeZone,1.5,0,2019-11-04_0154,2.18,2.18,TCG Player,Risk Factor,0,Guilds_of_Ravnica
Miniature Market,0.4,0,2019-11-04_0154,1.0,0.49,StrikeZone,Ritual of Soot,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Rosemane Centaur,0,Guilds_of_Ravnica
CoolStuff,0.75,0,2019-11-04_0154,1.35,1.19,StrikeZone,Runaway Steam-Kin,0,Guilds_of_Ravnica
Card Kingdom,7.5,0,2019-11-04_0154,8.99,8.99,TCG Player,Sacred Foundry,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.18,0.12,Miniature Market,Selesnya Guildgate,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.05,0.05,TCG Player,Selesnya Locket,0,Guilds_of_Ravnica
ABUGames,0.18,0,2019-11-04_0154,0.47,0.35,Miniature Market,Sinister Sabotage,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Sprouting Renewal,0,Guilds_of_Ravnica
Card Kingdom,10.5,0,2019-11-04_0154,12.0,11.49,StrikeZone,Steam Vents,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Street Riot,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Sumala Woodshaper,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.46,0.15,Card Kingdom,Swamp,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Swarm Guildmage,0,Guilds_of_Ravnica
Miniature Market,0.25,0,2019-11-04_0154,0.48,0.48,TCG Player,Swiftblade Vindicator,0,Guilds_of_Ravnica
Miniature Market,0.25,0,2019-11-04_0154,0.49,0.39,StrikeZone,"Tajic, Legion's Edge",0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.03,0.03,TCG Player,Take Heart,0,Guilds_of_Ravnica
Card Kingdom,6.4,0,2019-11-04_0154,7.59,7.59,TCG Player,Temple Garden,0,Guilds_of_Ravnica
Card Kingdom,1.25,0,2019-11-04_0154,1.95,1.49,StrikeZone,Thief of Sanity,0,Guilds_of_Ravnica
CoolStuff,0.8,0,2019-11-04_0154,1.46,0.25,StrikeZone,Thought Erasure,0,Guilds_of_Ravnica
Card Kingdom,2.75,0,2019-11-04_0154,3.79,3.29,TrollAndToad,Thousand-Year Storm,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.06,0.06,TCG Player,Torch Courier,0,Guilds_of_Ravnica
Miniature Market,1.0,0,2019-11-04_0154,2.26,1.99,StrikeZone,Trostani Discordant,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.09,0.09,TCG Player,Truefire Captain,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Undercity Uprising,0,Guilds_of_Ravnica
TCG Player,1.2,0,2019-11-04_0154,1.82,1.82,TCG Player,Underrealm Lich,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.05,0.05,TCG Player,Unexplained Disappearance,0,Guilds_of_Ravnica
CoolStuff,0.5,0,2019-11-04_0154,1.07,0.99,TrollAndToad,Unmoored Ego,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Urban Utopia,0,Guilds_of_Ravnica
ABUGames,0.29,0,2019-11-04_0154,0.88,0.48,TrollAndToad,Venerated Loxodon,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Vernadi Shieldmate,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.1,0.1,TCG Player,Vicious Rumors,0,Guilds_of_Ravnica
ChannelFireball,0.08,0,2019-11-04_0154,0.1,0.1,TCG Player,Vivid Revival,0,Guilds_of_Ravnica
TCG Player,0.03,0,2019-11-04_0154,0.1,0.1,TCG Player,Vraska's Stoneglare,0,Guilds_of_Ravnica
Miniature Market,11.0,0,2019-11-04_0154,15.3,5.29,TrollAndToad,"Vraska, Golgari Queen",0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,"Vraska, Regal Gorgon",0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Wand of Vertebrae,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Watcher in the Mist,0,Guilds_of_Ravnica
Card Kingdom,9.0,0,2019-11-04_0154,10.69,10.69,TCG Player,Watery Grave,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Whisper Agent,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Whispering Snitch,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Wild Ceratok,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Worldsoul Colossus,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.01,0.01,TCG Player,Affectionate Indrik,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.01,0.01,TCG Player,Arboretum Elemental,0,Guilds_of_Ravnica
Card Kingdom,10.5,0,2019-11-04_1130,15.69,13.98,TrollAndToad,Arclight Phoenix,0,Guilds_of_Ravnica
Card Kingdom,15.0,0,2019-11-04_1130,19.99,10.99,TrollAndToad,Assassin's Trophy,0,Guilds_of_Ravnica
Miniature Market,1.5,0,2019-11-04_1130,2.47,2.47,TCG Player,"Aurelia, Exemplar of Justice",0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.01,0.01,TCG Player,Barging Sergeant,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.01,0.01,TCG Player,Bartizan Bats,0,Guilds_of_Ravnica
StrikeZone,1.0,0,2019-11-04_1130,1.99,1.99,TCG Player,Beast Whisperer,0,Guilds_of_Ravnica
ChannelFireball,0.1,0,2019-11-04_1130,0.04,0.04,TCG Player,Blood Operative,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.18,0.12,Miniature Market,Boros Guildgate,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.02,0.02,TCG Player,Boros Locket,0,Guilds_of_Ravnica
ChannelFireball,0.08,0,2019-11-04_1130,0.18,0.18,TCG Player,Bounty Agent,0,Guilds_of_Ravnica
ChannelFireball,0.08,0,2019-11-04_1130,0.06,0.06,TCG Player,Bounty of Might,0,Guilds_of_Ravnica
Card Kingdom,0.06,0,2019-11-04_1130,0.12,0.12,TCG Player,Burglar Rat,0,Guilds_of_Ravnica
ChannelFireball,0.08,0,2019-11-04_1130,0.19,0.19,TCG Player,Camaraderie,0,Guilds_of_Ravnica
ChannelFireball,0.08,0,2019-11-04_1130,0.28,0.24,ABUGames,Chamber Sentry,0,Guilds_of_Ravnica
CoolStuff,0.75,0,2019-11-04_1130,0.99,0.69,TrollAndToad,Chance for Glory,0,Guilds_of_Ravnica
ChannelFireball,0.1,0,2019-11-04_1130,0.18,0.18,TCG Player,Charnel Troll,0,Guilds_of_Ravnica
ChannelFireball,0.05,0,2019-11-04_1130,0.29,0.25,Card Kingdom,Chemister's Insight,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.02,0.02,TCG Player,Child of Night,0,Guilds_of_Ravnica
Card Kingdom,4.7,0,2019-11-04_1130,5.47,5.47,TCG Player,Chromatic Lantern,0,Guilds_of_Ravnica
Miniature Market,0.4,0,2019-11-04_1130,0.94,0.49,StrikeZone,Circuitous Route,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.01,0.01,TCG Player,Citywatch Sphinx,0,Guilds_of_Ravnica
Card Kingdom,0.1,0,2019-11-04_1130,0.18,0.18,TCG Player,Citywide Bust,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.07,0.07,TCG Player,Conclave Cavalier,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.04,0.04,TCG Player,Conclave Guildmage,0,Guilds_of_Ravnica
Card Kingdom,0.06,0,2019-11-04_1130,0.17,0.17,TCG Player,Conclave Tribunal,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.03,0.03,TCG Player,Cosmotronic Wave,0,Guilds_of_Ravnica
Card Kingdom,0.06,0,2019-11-04_1130,0.24,0.24,TCG Player,Crackling Drake,0,Guilds_of_Ravnica
Card Kingdom,0.08,0,2019-11-04_1130,0.33,0.25,CoolStuff,Creeping Chill,0,Guilds_of_Ravnica
ABUGames,0.05,0,2019-11-04_1130,0.18,0.18,TCG Player,Crush Contraband,0,Guilds_of_Ravnica
StrikeZone,0.5,0,2019-11-04_1130,1.18,1.18,TCG Player,Dawn of Hope,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.01,0.01,TCG Player,Dead Weight,0,Guilds_of_Ravnica
CoolStuff,1.0,0,2019-11-04_1130,1.25,0.49,TrollAndToad,Deafening Clarion,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.02,0.02,TCG Player,Demotion,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.01,0.01,TCG Player,Devkarin Dissident,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.18,0.12,Miniature Market,Dimir Guildgate,0,Guilds_of_Ravnica
Card Kingdom,0.05,0,2019-11-04_1130,0.05,0.05,TCG Player,Dimir Locket,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.02,0.02,TCG Player,Dimir Spybug,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.1,0.1,TCG Player,Disdainful Stroke,0,Guilds_of_Ravnica
ABUGames,0.03,0,2019-11-04_1130,0.16,0.16,TCG Player,Disinformation Campaign,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.1,0.1,TCG Player,District Guide,0,Guilds_of_Ravnica
Card Kingdom,5.3,0,2019-11-04_1130,6.18,6.18,TCG Player,Divine Visitation,0,Guilds_of_Ravnica
CoolStuff,2.5,0,2019-11-04_1130,4.27,3.99,StrikeZone,Doom Whisperer,0,Guilds_of_Ravnica
Miniature Market,0.3,0,2019-11-04_1130,0.67,0.39,StrikeZone,Dream Eater,0,Guilds_of_Ravnica
TCG Player,2.0,0,2019-11-04_1130,2.95,0.79,TrollAndToad,Drowned Secrets,0,Guilds_of_Ravnica
ABUGames,0.1,0,2019-11-04_1130,0.43,0.25,Miniature Market,Electrostatic Field,0,Guilds_of_Ravnica
Card Kingdom,0.1,0,2019-11-04_1130,0.28,0.25,Card Kingdom,"Emmara, Soul of the Accord",0,Guilds_of_Ravnica
ChannelFireball,0.08,0,2019-11-04_1130,0.1,0.1,TCG Player,Erratic Cyclops,0,Guilds_of_Ravnica
Card Kingdom,0.1,0,2019-11-04_1130,0.45,0.35,Card Kingdom,"Etrata, the Silencer",0,Guilds_of_Ravnica
Card Kingdom,0.85,0,2019-11-04_1130,1.4,0.99,StrikeZone,Experimental Frenzy,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.01,0.01,TCG Player,Fearless Halberdier,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.42,0.15,Card Kingdom,Forest,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.05,0.05,TCG Player,Gateway Plaza,0,Guilds_of_Ravnica
Card Kingdom,0.05,0,2019-11-04_1130,0.15,0.15,TCG Player,Gird for Battle,0,Guilds_of_Ravnica
UNDEFINED,0.0,0,2019-11-04_1130,0.04,0.04,TCG Player,Glaive of the Guildpact,0,Guilds_of_Ravnica
Card Kingdom,0.05,0,2019-11-04_1130,0.11,0.11,TCG Player,Glowspore Shaman,0,Guilds_of_Ravnica
ABUGames,0.05,0,2019-11-04_1130,0.21,0.21,TCG Player,Goblin Cratermaker,0,Guilds_of_Ravnica
