bestVendorBuylist,bestVendorBuylistPrice,countForTrade,date,fair_price,lowestPrice,lowestPriceVendor,name,quantity,setName
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,"Chandra, Flame's Fury",0,Core_Set_2020
ChannelFireball,0.02,0,2019-11-04_0154,0.18,0.18,TCG Player,"Chandra, Novice Pyromancer",0,Core_Set_2020
CoolStuff,0.02,0,2019-11-04_0154,0.06,0.06,TCG Player,Cloudkin Seer,0,Core_Set_2020
StrikeZone,0.2,0,2019-11-04_0154,0.4,0.35,Miniature Market,Colossus Hammer,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Convolute,0,Core_Set_2020
Card Kingdom,0.08,0,2019-11-04_0154,0.33,0.25,Miniature Market,Corpse Knight,0,Core_Set_2020
TCG Player,0.01,0,2019-11-04_0154,0.1,0.1,TCG Player,Creeping Trailblazer,0,Core_Set_2020
ChannelFireball,0.05,0,2019-11-04_0154,0.16,0.16,TCG Player,Cryptic Caves,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Daggersail Aeronaut,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.2,0.2,TCG Player,Dark Remedy,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Dawning Angel,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Daybreak Chaplain,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Destructive Digger,0,Core_Set_2020
CoolStuff,0.1,0,2019-11-04_0154,0.18,0.18,TCG Player,Devout Decree,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.05,0.05,TCG Player,Disfigure,0,Core_Set_2020
CoolStuff,0.02,0,2019-11-04_0154,0.08,0.08,TCG Player,Dismal Backwater,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Diviner's Lockbox,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.05,0.05,TCG Player,Dragon Mage,0,Core_Set_2020
Card Kingdom,0.52,0,2019-11-04_0154,0.72,0.49,StrikeZone,"Drakuseth, Maw of Flames",0,Core_Set_2020
Card Kingdom,1.0,0,2019-11-04_0154,1.31,1.31,TCG Player,Drawn from Dreams,0,Core_Set_2020
CoolStuff,0.75,0,2019-11-04_0154,0.79,0.49,StrikeZone,Dread Presence,0,Core_Set_2020
ChannelFireball,0.08,0,2019-11-04_0154,0.16,0.16,TCG Player,Dungeon Geists,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.08,0.08,TCG Player,Duress,0,Core_Set_2020
CoolStuff,2.0,0,2019-11-04_0154,2.72,2.49,StrikeZone,Elvish Reclaimer,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Ember Hauler,0,Core_Set_2020
Card Kingdom,0.1,0,2019-11-04_0154,0.2,0.2,TCG Player,Embodiment of Agonies,0,Core_Set_2020
Card Kingdom,0.1,0,2019-11-04_0154,0.34,0.25,StrikeZone,Empyrean Eagle,0,Core_Set_2020
Card Kingdom,0.06,0,2019-11-04_0154,0.25,0.25,TCG Player,Engulfing Eruption,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Eternal Isolation,0,Core_Set_2020
TCG Player,0.03,0,2019-11-04_0154,0.17,0.17,TCG Player,Ethereal Elk,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.07,0.07,TCG Player,Evolving Wilds,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Fathom Fleet Cutthroat,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Fencing Ace,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Feral Abomination,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Feral Invocation,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.06,0.06,TCG Player,Ferocious Pup,0,Core_Set_2020
Card Kingdom,4.2,0,2019-11-04_0154,5.74,4.99,CoolStuff,Field of the Dead,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Fire Elemental,0,Core_Set_2020
Card Kingdom,0.05,0,2019-11-04_0154,0.25,0.25,StrikeZone,Flame Sweep,0,Core_Set_2020
Card Kingdom,0.52,0,2019-11-04_0154,0.75,0.33,StrikeZone,Flood of Tears,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.28,0.15,Miniature Market,Forest,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Fortress Crab,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Frilled Sea Serpent,0,Core_Set_2020
CoolStuff,0.75,0,2019-11-04_0154,0.95,0.5,Miniature Market,Fry,0,Core_Set_2020
CoolStuff,0.35,0,2019-11-04_0154,0.44,0.33,StrikeZone,"Gargos, Vicious Watcher",0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.05,0.05,TCG Player,Gauntlets of Light,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Gift of Paradise,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Glaring Aegis,0,Core_Set_2020
Card Kingdom,0.1,0,2019-11-04_0154,0.33,0.29,StrikeZone,Glint-Horn Buccaneer,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Goblin Bird-Grabber,0,Core_Set_2020
Card Kingdom,0.05,0,2019-11-04_0154,0.14,0.14,TCG Player,Goblin Ringleader,0,Core_Set_2020
CoolStuff,0.05,0,2019-11-04_0154,0.15,0.15,TCG Player,Gods Willing,0,Core_Set_2020
TCG Player,0.03,0,2019-11-04_0154,0.29,0.29,TCG Player,Goldmane Griffin,0,Core_Set_2020
TCG Player,1.7,0,2019-11-04_0154,2.77,2.49,StrikeZone,"Golos, Tireless Pilgrim",0,Core_Set_2020
Card Kingdom,0.8,0,2019-11-04_0154,1.63,0.99,StrikeZone,Grafdigger's Cage,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Gravedigger,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Greenwood Sentinel,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Griffin Protector,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.79,0.12,Miniature Market,Griffin Sentinel,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Gruesome Scourger,0,Core_Set_2020
Card Kingdom,0.1,0,2019-11-04_0154,0.32,0.32,TCG Player,Hanged Executioner,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.03,0.03,TCG Player,Hard Cover,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Heart-Piercer Bow,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Herald of the Sun,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.05,0.05,TCG Player,Howling Giant,0,Core_Set_2020
CoolStuff,0.9,0,2019-11-04_0154,1.33,1.33,TCG Player,Icon of Ancestry,0,Core_Set_2020
Card Kingdom,1.25,0,2019-11-04_0154,1.84,1.84,TCG Player,Imperial Outrider,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Inspired Charge,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Inspiring Captain,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.45,0.15,Miniature Market,Island,0,Core_Set_2020
CoolStuff,0.75,0,2019-11-04_0154,1.31,1.19,StrikeZone,"Kaalia, Zenith Seeker",0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Keldon Raider,0,Core_Set_2020
Card Kingdom,2.25,0,2019-11-04_0154,3.69,3.69,TCG Player,"Kethis, the Hidden Hand",0,Core_Set_2020
CoolStuff,5.0,0,2019-11-04_0154,6.25,6.25,TCG Player,Knight of the Ebon Legion,0,Core_Set_2020
TCG Player,1.53,0,2019-11-04_0154,2.84,1.99,StrikeZone,"Kykar, Wind's Fury",0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Lavakin Brawler,0,Core_Set_2020
CoolStuff,0.02,0,2019-11-04_0154,0.12,0.12,TCG Player,Leafkin Druid,0,Core_Set_2020
CoolStuff,2.25,0,2019-11-04_0154,3.03,2.99,StrikeZone,Legion's End,0,Core_Set_2020
Card Kingdom,1.75,0,2019-11-04_0154,2.98,2.49,StrikeZone,Leyline of Abundance,0,Core_Set_2020
Card Kingdom,3.8,0,2019-11-04_0154,4.43,4.43,TCG Player,Leyline of Anticipation,0,Core_Set_2020
Card Kingdom,0.3,0,2019-11-04_0154,0.54,0.54,TCG Player,Leyline of Combustion,0,Core_Set_2020
TCG Player,3.0,0,2019-11-04_0154,3.41,2.88,StrikeZone,Leyline of Sanctity,0,Core_Set_2020
TCG Player,9.0,0,2019-11-04_0154,7.5,7.49,StrikeZone,Leyline of the Void,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.08,0.08,TCG Player,Lightning Stormkin,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.05,0.05,TCG Player,Loaming Shaman,0,Core_Set_2020
TCG Player,2.5,0,2019-11-04_0154,3.5,3.5,TCG Player,Lotus Field,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Mammoth Spider,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Maniacal Rage,0,Core_Set_2020
TCG Player,0.05,0,2019-11-04_0154,0.35000000000000003,0.35,TCG Player,Manifold Key,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Marauder's Axe,0,Core_Set_2020
CoolStuff,0.35,0,2019-11-04_0154,0.47,0.33,StrikeZone,Marauding Raptor,0,Core_Set_2020
ChannelFireball,0.08,0,2019-11-04_0154,0.15,0.15,TCG Player,Masterful Replication,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Meteor Golem,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Metropolis Sprite,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Might of the Masses,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Mind Rot,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.14,0.14,TCG Player,Moldervine Reclamation,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Moment of Heroism,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Moorland Inquisitor,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.24,0.15,Miniature Market,Mountain,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,"Mu Yanling, Celestial Wind",0,Core_Set_2020
CoolStuff,2.75,0,2019-11-04_0154,3.75,3.75,TCG Player,"Mu Yanling, Sky Dancer",0,Core_Set_2020
TCG Player,3.0,0,2019-11-04_0154,3.43,2.49,StrikeZone,Mystic Forge,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Natural End,0,Core_Set_2020
Card Kingdom,0.05,0,2019-11-04_0154,0.1,0.1,TCG Player,Negate,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Netcaster Spider,0,Core_Set_2020
TCG Player,2.38,0,2019-11-04_0154,2.09,2.09,TCG Player,Nightpack Ambusher,0,Core_Set_2020
Card Kingdom,0.36,0,2019-11-04_0154,1.28,1.28,TCG Player,Nimble Birdsticker,0,Core_Set_2020
Card Kingdom,0.75,0,2019-11-04_0154,1.76,0.25,StrikeZone,Noxious Grasp,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Ogre Siegebreaker,0,Core_Set_2020
TCG Player,5.0,0,2019-11-04_0154,3.8,3.8,TCG Player,"Omnath, Locus of the Roil",0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Overcome,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Pacifism,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Pack Mastiff,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.15,0.15,TCG Player,Plains,0,Core_Set_2020
Card Kingdom,0.1,0,2019-11-04_0154,0.24,0.24,TCG Player,Planar Cleansing,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Portal of Sanctuary,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Pulse of Murasa,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.15,0.15,TCG Player,Pyroclastic Elemental,0,Core_Set_2020
CoolStuff,0.02,0,2019-11-04_0154,0.04,0.04,TCG Player,Raise the Alarm,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Reduce to Ashes,0,Core_Set_2020
Card Kingdom,0.1,0,2019-11-04_0154,0.30000000000000004,0.3,TCG Player,Repeated Reverberation,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Retributive Wand,0,Core_Set_2020
CoolStuff,0.35,0,2019-11-04_0154,0.62,0.62,TCG Player,Risen Reef,0,Core_Set_2020
CoolStuff,2.5,0,2019-11-04_0154,2.98,2.98,TCG Player,Rotting Regisaur,0,Core_Set_2020
TCG Player,0.08,0,2019-11-04_0154,0.12,0.12,TCG Player,Rule of Law,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.06,0.06,TCG Player,Sage's Row Denizen,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Salvager of Ruin,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.03,0.03,TCG Player,Sanitarium Skeleton,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.15,0.15,TCG Player,Savannah Sage,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.08,0.08,TCG Player,Scampering Scorcher,0,Core_Set_2020
Card Kingdom,1.5,0,2019-11-04_0154,2.39,1.49,StrikeZone,Scheming Symmetry,0,Core_Set_2020
CoolStuff,0.02,0,2019-11-04_0154,0.15,0.12,Miniature Market,Scorch Spitter,0,Core_Set_2020
CoolStuff,0.05,0,2019-11-04_0154,0.04,0.04,TCG Player,Scuttlemutt,0,Core_Set_2020
TCG Player,0.14,0,2019-11-04_0154,0.18,0.18,TCG Player,Season of Growth,0,Core_Set_2020
Miniature Market,1.0,0,2019-11-04_0154,1.24,1.24,TCG Player,"Sephara, Sky's Blade",0,Core_Set_2020
Card Kingdom,0.52,0,2019-11-04_0154,0.5,0.33,StrikeZone,Shared Summons,0,Core_Set_2020
CoolStuff,2.5,0,2019-11-04_0154,3.1,3.0,Miniature Market,Shifting Ceratops,0,Core_Set_2020
Card Kingdom,0.05,0,2019-11-04_0154,0.09,0.09,TCG Player,Shock,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.06,0.06,TCG Player,Skyknight Vanguard,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Sleep Paralysis,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Sorcerer of the Fang,0,Core_Set_2020
Miniature Market,5.5,0,2019-11-04_0154,6.98,6.98,TCG Player,"Sorin, Imperious Bloodlord",0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,"Sorin, Vampire Lord",0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Soul Salvage,0,Core_Set_2020
CoolStuff,0.35,0,2019-11-04_0154,0.56,0.56,TCG Player,Spectral Sailor,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Squad Captain,0,Core_Set_2020
Card Kingdom,0.5,0,2019-11-04_0154,0.68,0.68,TCG Player,Starfield Mystic,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Steadfast Sentry,0,Core_Set_2020
Card Kingdom,2.2,0,2019-11-04_0154,2.95,1.99,StrikeZone,Steel Overseer,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Stone Golem,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.31,0.15,Miniature Market,Swamp,0,Core_Set_2020
Card Kingdom,0.3,0,2019-11-04_0154,0.52,0.33,StrikeZone,Tale's End,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Tectonic Rift,0,Core_Set_2020
Card Kingdom,2.0,0,2019-11-04_0154,2.39,1.99,StrikeZone,Temple of Epiphany,0,Core_Set_2020
Card Kingdom,1.5,0,2019-11-04_0154,1.92,1.49,StrikeZone,Temple of Malady,0,Core_Set_2020
CoolStuff,1.5,0,2019-11-04_0154,2.07,1.99,StrikeZone,Temple of Mystery,0,Core_Set_2020
TCG Player,1.3,0,2019-11-04_0154,1.83,1.49,StrikeZone,Temple of Silence,0,Core_Set_2020
TCG Player,1.19,0,2019-11-04_0154,1.0,0.99,StrikeZone,Temple of Triumph,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Thicket Crasher,0,Core_Set_2020
TCG Player,2.18,0,2019-11-04_0154,3.68,3.68,TCG Player,Thirsting Bloodlord,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Thought Distortion,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.08,0.08,TCG Player,Thrashing Brontodon,0,Core_Set_2020
Card Kingdom,0.25,0,2019-11-04_0154,0.54,0.49,StrikeZone,Thunderkin Awakener,0,Core_Set_2020
Card Kingdom,0.05,0,2019-11-04_0154,0.12,0.12,TCG Player,Tomebound Lich,0,Core_Set_2020
CoolStuff,0.02,0,2019-11-04_0154,0.1,0.1,TCG Player,Tranquil Cove,0,Core_Set_2020
CoolStuff,1.0,0,2019-11-04_0154,2.59,1.99,CoolStuff,Twinblade Paladin,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Uncaged Fury,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Unchained Berserker,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Undead Servant,0,Core_Set_2020
Card Kingdom,0.24,0,2019-11-04_0154,0.35000000000000003,0.25,StrikeZone,Vampire of the Dire Moon,0,Core_Set_2020
Card Kingdom,5.0,0,2019-11-04_0154,6.5,6.5,TCG Player,Veil of Summer,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Vengeful Warchief,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Vial of Dragonfire,0,Core_Set_2020
CoolStuff,1.5,0,2019-11-04_0154,2.36,1.88,StrikeZone,"Vilis, Broker of Blood",0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.1,0.1,TCG Player,Vivien's Crocodile,0,Core_Set_2020
TCG Player,4.68,0,2019-11-04_0154,8.49,6.5,Miniature Market,"Vivien, Arkbow Ranger",0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.0,999999.0,Unknown,"Vivien, Nature's Avenger",0,Core_Set_2020
Card Kingdom,2.7,0,2019-11-04_0154,3.61,3.61,TCG Player,Voracious Hydra,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Vorstclaw,0,Core_Set_2020
ChannelFireball,0.08,0,2019-11-04_0154,0.11,0.11,TCG Player,Wakeroot Elemental,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.15,0.15,TCG Player,Waterkin Shaman,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.09,0.09,TCG Player,Winged Words,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Wolfkin Bond,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.04,0.04,TCG Player,Wolfrider's Saddle,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.18,0.18,TCG Player,Woodland Champion,0,Core_Set_2020
TCG Player,0.01,0,2019-11-04_0154,0.21,0.21,TCG Player,Yanling's Harbinger,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.07,0.07,TCG Player,Yarok's Fenlurker,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Yarok's Wavecrasher,0,Core_Set_2020
Miniature Market,5.0,0,2019-11-04_0154,5.65,5.65,TCG Player,"Yarok, the Desecrated",0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.02,0.02,TCG Player,Yoked Ox,0,Core_Set_2020
UNDEFINED,0.0,0,2019-11-04_0154,0.01,0.01,TCG Player,Zephyr Charge,0,Core_Set_2020
